doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct
4,University,18,University,ORG,NNP,compound,PROPN,False,True,False,False
4,economics,19,economic,,NNS,compound,NOUN,False,True,False,False
4,professor,20,professor,,NN,compound,NOUN,False,True,False,False
4,John,21,John,PERSON,NNP,compound,PROPN,False,True,False,False
4,Taylor,22,Taylor,PERSON,NNP,pobj,PROPN,False,True,False,False
4,",",23,",",,",",punct,PUNCT,False,False,False,True
4,which,24,which,,WDT,nsubj,PRON,True,True,False,False
4,calculates,25,calculate,,VBZ,relcl,VERB,False,True,False,False
4,the,26,the,,DT,det,DET,True,True,False,False
4,ideal,27,ideal,,JJ,amod,ADJ,False,True,False,False
4,level,28,level,,NN,dobj,NOUN,False,True,False,False
4,of,29,of,,IN,prep,ADP,True,True,False,False
4,the,30,the,,DT,det,DET,True,True,False,False
4,rate,31,rate,,NN,pobj,NOUN,False,True,False,False
4,based,32,base,,VBN,acl,VERB,False,True,False,False
4,on,33,on,,IN,prep,ADP,True,True,False,False
4,changes,34,change,,NNS,pobj,NOUN,False,True,False,False
4,in,35,in,,IN,prep,ADP,True,True,False,False
4,several,36,several,,JJ,amod,ADJ,True,True,False,False
4,economic,37,economic,,JJ,amod,ADJ,False,True,False,False
4,variables,38,variable,,NNS,pobj,NOUN,False,True,False,False
4,.,39,.,,.,punct,PUNCT,False,False,False,True
5,Ms.,0,Ms.,,NNP,compound,PROPN,False,False,False,False
5,Yellen,1,Yellen,PERSON,NNP,nsubj,PROPN,False,True,False,False
5,defended,2,defend,,VBD,ROOT,VERB,False,True,False,False
5,the,3,the,,DT,det,DET,True,True,False,False
5,Fed,4,Fed,ORG,NNP,poss,PROPN,False,True,False,False
5,'s,5,'s,,POS,case,PART,True,False,False,False
5,position,6,position,,NN,dobj,NOUN,False,True,False,False
5,of,7,of,,IN,prep,ADP,True,True,False,False
5,holding,8,hold,,VBG,pcomp,VERB,False,True,False,False
5,interest,9,interest,,NN,compound,NOUN,False,True,False,False
5,rates,10,rate,,NNS,dobj,NOUN,False,True,False,False
5,lower,11,low,,JJR,advmod,ADJ,False,True,False,False
5,than,12,than,,IN,mark,SCONJ,True,True,False,False
5,such,13,such,,PDT,predet,DET,True,True,False,False
5,a,14,a,,DT,det,DET,True,True,False,False
5,rule,15,rule,,NN,nsubj,NOUN,False,True,False,False
5,would,16,would,,MD,aux,AUX,True,True,False,False
5,prescribe,17,prescribe,,VB,advcl,VERB,False,True,False,False
5,",",18,",",,",",punct,PUNCT,False,False,False,True
5,saying,19,say,,VBG,advcl,VERB,False,True,False,False
5,",",20,",",,",",punct,PUNCT,False,False,False,True
5,"""",21,"""",,``,punct,PUNCT,False,False,False,True
5,It,22,it,,PRP,nsubj,PRON,True,True,False,False
5,is,23,be,,VBZ,ccomp,AUX,True,True,False,False
5,utterly,24,utterly,,RB,advmod,ADV,False,True,False,False
5,necessary,25,necessary,,JJ,acomp,ADJ,False,True,False,False
5,for,26,for,,IN,mark,SCONJ,True,True,False,False
5,us,27,we,,PRP,nsubj,PRON,True,True,False,False
5,to,28,to,,TO,aux,PART,True,True,False,False
5,provide,29,provide,,VB,advcl,VERB,False,True,False,False
5,more,30,more,,JJR,amod,ADJ,True,True,False,False
5,monetary,31,monetary,,JJ,amod,ADJ,False,True,False,False
5,-,32,-,,HYPH,punct,PUNCT,False,False,False,True
5,policy,33,policy,,NN,compound,NOUN,False,True,False,False
5,accommodation,34,accommodation,,NN,dobj,NOUN,False,True,False,False
5,than,35,than,,IN,mark,SCONJ,True,True,False,False
5,those,36,those,,DT,det,DET,True,True,False,False
5,simple,37,simple,,JJ,amod,ADJ,False,True,False,False
5,rules,38,rule,,NNS,nsubj,NOUN,False,True,False,False
5,would,39,would,,MD,aux,AUX,True,True,False,False
5,have,40,have,,VB,aux,AUX,True,True,False,False
5,suggested,41,suggest,,VBN,advcl,VERB,False,True,False,False
5,.,42,.,,.,punct,PUNCT,False,False,False,True
5,"""",43,"""",,'',punct,PUNCT,False,False,False,True
6,Several,0,several,,JJ,amod,ADJ,True,True,False,False
6,GOP,1,GOP,ORG,NNP,compound,PROPN,False,True,False,False
6,lawmakers,2,lawmaker,,NNS,nsubj,NOUN,False,True,False,False
6,challenged,3,challenge,,VBD,ROOT,VERB,False,True,False,False
6,her,4,she,,PRP,dobj,PRON,True,True,False,False
6,.,5,.,,.,punct,PUNCT,False,False,False,True
7,"""",0,"""",,``,punct,PUNCT,False,False,False,True
7,The,1,the,,DT,det,DET,True,True,False,False
7,overwhelming,2,overwhelming,,JJ,amod,ADJ,False,True,False,False
7,weight,3,weight,,NN,nsubj,NOUN,False,True,False,False
7,of,4,of,,IN,prep,ADP,True,True,False,False
7,evidence,5,evidence,,NN,pobj,NOUN,False,True,False,False
7,is,6,be,,VBZ,ccomp,AUX,True,True,False,False
7,that,7,that,,IN,mark,SCONJ,True,True,False,False
7,monetary,8,monetary,,JJ,amod,ADJ,False,True,False,False
7,policy,9,policy,,NN,nsubj,NOUN,False,True,False,False
7,is,10,be,,VBZ,ccomp,AUX,True,True,False,False
7,at,11,at,,IN,prep,ADP,True,True,False,False
7,its,12,its,,PRP$,poss,PRON,True,True,False,False
7,best,13,good,,JJS,pobj,ADJ,False,True,False,False
7,in,14,in,,IN,prep,ADP,True,True,False,False
7,maintaining,15,maintain,,VBG,pcomp,VERB,False,True,False,False
7,stable,16,stable,,JJ,amod,ADJ,False,True,False,False
7,prices,17,price,,NNS,dobj,NOUN,False,True,False,False
7,and,18,and,,CC,cc,CCONJ,True,True,False,False
7,maximum,19,maximum,,JJ,amod,ADJ,False,True,False,False
7,employment,20,employment,,NN,conj,NOUN,False,True,False,False
7,when,21,when,,WRB,advmod,SCONJ,True,True,False,False
7,it,22,it,,PRP,nsubj,PRON,True,True,False,False
7,follows,23,follow,,VBZ,advcl,VERB,False,True,False,False
7,a,24,a,,DT,det,DET,True,True,False,False
7,clear,25,clear,,JJ,amod,ADJ,False,True,False,False
7,",",26,",",,",",punct,PUNCT,False,False,False,True
7,predictable,27,predictable,,JJ,amod,ADJ,False,True,False,False
7,monetary,28,monetary,,JJ,amod,ADJ,False,True,False,False
7,policy,29,policy,,NN,compound,NOUN,False,True,False,False
7,rule,30,rule,,NN,dobj,NOUN,False,True,False,False
7,",",31,",",,",",punct,PUNCT,False,False,False,True
7,"""",32,"""",,'',punct,PUNCT,False,False,False,True
7,said,33,say,,VBD,ROOT,VERB,False,True,False,False
7,committee,34,committee,,NN,compound,NOUN,False,True,False,False
7,Chairman,35,Chairman,,NNP,compound,PROPN,False,True,False,False
7,Jeb,36,Jeb,PERSON,NNP,compound,PROPN,False,True,False,False
7,Hensarling,37,Hensarling,PERSON,NNP,nsubj,PROPN,False,True,False,False
7,(,38,(,,-LRB-,punct,PUNCT,False,False,False,True
7,R.,39,R.,NORP,NNP,appos,PROPN,False,False,False,False
7,",",40,",",,",",punct,PUNCT,False,False,False,True
7,Texas,41,Texas,GPE,NNP,npadvmod,PROPN,False,True,False,False
7,),42,),,-RRB-,punct,PUNCT,False,False,False,True
7,.,43,.,,.,punct,PUNCT,False,False,False,True
8,The,0,the,,DT,det,DET,True,True,False,False
8,debate,1,debate,,NN,nsubj,NOUN,False,True,False,False
8,comes,2,come,,VBZ,ROOT,VERB,False,True,False,False
8,as,3,as,,IN,mark,SCONJ,True,True,False,False
8,Fed,4,Fed,ORG,NNP,compound,PROPN,False,True,False,False
8,officials,5,official,,NNS,nsubj,NOUN,False,True,False,False
8,are,6,be,,VBP,aux,AUX,True,True,False,False
8,considering,7,consider,,VBG,advcl,VERB,False,True,False,False
8,when,8,when,,WRB,advmod,SCONJ,True,True,False,False
8,to,9,to,,TO,aux,PART,True,True,False,False
8,start,10,start,,VB,xcomp,VERB,False,True,False,False
8,raising,11,raise,,VBG,xcomp,VERB,False,True,False,False
8,interest,12,interest,,NN,compound,NOUN,False,True,False,False
8,rates,13,rate,,NNS,dobj,NOUN,False,True,False,False
8,.,14,.,,.,punct,PUNCT,False,False,False,True
9,They,0,they,,PRP,nsubj,PRON,True,True,False,False
9,have,1,have,,VBP,aux,AUX,True,True,False,False
9,held,2,hold,,VBN,ROOT,VERB,False,True,False,False
9,their,3,their,,PRP$,poss,PRON,True,True,False,False
9,benchmark,4,benchmark,,NN,compound,NOUN,False,True,False,False
9,rate,5,rate,,NN,dobj,NOUN,False,True,False,False
9,near,6,near,,IN,prep,ADP,False,True,False,False
9,zero,7,zero,CARDINAL,CD,pobj,NUM,False,True,False,False
9,since,8,since,,IN,prep,SCONJ,True,True,False,False
9,late,9,late,DATE,JJ,amod,ADJ,False,True,False,False
9,2008,10,2008,DATE,CD,pobj,NUM,False,False,True,False
9,to,11,to,,TO,aux,PART,True,True,False,False
9,boost,12,boost,,VB,advcl,VERB,False,True,False,False
9,economic,13,economic,,JJ,amod,ADJ,False,True,False,False
9,growth,14,growth,,NN,dobj,NOUN,False,True,False,False
9,.,15,.,,.,punct,PUNCT,False,False,False,True
10,Mr.,0,Mr.,,NNP,compound,PROPN,False,False,False,False
10,Taylor,1,Taylor,PERSON,NNP,nsubj,PROPN,False,True,False,False
10,",",2,",",,",",punct,PUNCT,False,False,False,True
10,who,3,who,,WP,nsubj,PRON,True,True,False,False
10,testified,4,testify,,VBD,relcl,VERB,False,True,False,False
10,in,5,in,,IN,prep,ADP,True,True,False,False
10,favor,6,favor,,NN,pobj,NOUN,False,True,False,False
10,of,7,of,,IN,prep,ADP,True,True,False,False
10,the,8,the,,DT,det,DET,True,True,False,False
10,bill,9,bill,,NN,pobj,NOUN,False,True,False,False
10,at,10,at,,IN,prep,ADP,True,True,False,False
10,a,11,a,,DT,det,DET,True,True,False,False
10,House,12,House,ORG,NNP,compound,PROPN,False,True,False,False
10,committee,13,committee,,NN,compound,NOUN,False,True,False,False
10,hearing,14,hearing,,NN,pobj,NOUN,False,True,False,False
10,last,15,last,DATE,JJ,amod,ADJ,True,True,False,False
10,week,16,week,DATE,NN,npadvmod,NOUN,False,True,False,False
10,",",17,",",,",",punct,PUNCT,False,False,False,True
10,has,18,have,,VBZ,aux,AUX,True,True,False,False
10,said,19,say,,VBN,ROOT,VERB,False,True,False,False
10,his,20,his,,PRP$,poss,PRON,True,True,False,False
10,rule,21,rule,,NN,nsubj,NOUN,False,True,False,False
10,indicates,22,indicate,,VBZ,ccomp,VERB,False,True,False,False
10,the,23,the,,DT,det,DET,True,True,False,False
10,rate,24,rate,,NN,nsubj,NOUN,False,True,False,False
10,should,25,should,,MD,aux,AUX,True,True,False,False
10,be,26,be,,VB,ccomp,AUX,True,True,False,False
10,above,27,above,PERCENT,IN,prep,ADP,True,True,False,False
10,1,28,1,PERCENT,CD,nummod,NUM,False,False,True,False
10,%,29,%,PERCENT,NN,pobj,NOUN,False,False,False,True
10,.,30,.,,.,punct,PUNCT,False,False,False,True
